All calculations,WEC,WEC,WEC
11.0030505000,0.0000147146,-0.0000466119,0.0000318974
11.0031176096,0.0000147146,-0.0000466119,0.0000318974
11.0032176096,0.0000147146,-0.0000466119,0.0000318974
11.0033176096,0.0000147146,-0.0000466119,0.0000318974
11.0034176096,0.0000147146,-0.0000466119,0.0000318974
11.0035176096,0.0000147146,-0.0000466119,0.0000318974
11.0036176096,0.0000147146,-0.0000466119,0.0000318974
11.0037176096,0.0000147146,-0.0000466119,0.0000318974
11.0038176096,0.0000147146,-0.0000466119,0.0000318974
11.0039176096,0.0000147146,-0.0000466119,0.0000318974
11.0040000000,0.0000306116,-0.0000469366,0.0000163250
11.0040505000,0.0000306116,-0.0000469366,0.0000163250
11.0041176096,0.0000306116,-0.0000469366,0.0000163250
11.0042176096,0.0000306116,-0.0000469366,0.0000163250
11.0043176096,0.0000306116,-0.0000469366,0.0000163250
11.0044176096,0.0000306116,-0.0000469366,0.0000163250
11.0045176096,0.0000306116,-0.0000469366,0.0000163250
11.0046176096,0.0000306116,-0.0000469366,0.0000163250
11.0047176096,0.0000306116,-0.0000469366,0.0000163250
11.0048176096,0.0000306116,-0.0000469366,0.0000163250
11.0049176096,0.0000306116,-0.0000469366,0.0000163250
11.0050000000,0.0000420577,-0.0000404368,-0.0000016209
11.0050505000,0.0000420577,-0.0000404368,-0.0000016209
11.0051176096,0.0000420577,-0.0000404368,-0.0000016209
11.0052176096,0.0000420577,-0.0000404368,-0.0000016209
11.0053176096,0.0000420577,-0.0000404368,-0.0000016209
11.0054176096,0.0000420577,-0.0000404368,-0.0000016209
11.0055176096,0.0000420577,-0.0000404368,-0.0000016209
11.0056176096,0.0000420577,-0.0000404368,-0.0000016209
11.0057176096,0.0000420577,-0.0000404368,-0.0000016209
11.0058176096,0.0000420577,-0.0000404368,-0.0000016209
11.0059176096,0.0000420577,-0.0000404368,-0.0000016209
11.0060000000,0.0000473886,-0.0000280575,-0.0000193311
11.0060505000,0.0000473886,-0.0000280575,-0.0000193311
11.0061176096,0.0000473886,-0.0000280575,-0.0000193311
11.0062176096,0.0000473886,-0.0000280575,-0.0000193311
11.0063176096,0.0000473886,-0.0000280575,-0.0000193311
11.0064176096,0.0000473886,-0.0000280575,-0.0000193311
11.0065176096,0.0000473886,-0.0000280575,-0.0000193311
11.0066176096,0.0000473886,-0.0000280575,-0.0000193311
11.0067176096,0.0000473886,-0.0000280575,-0.0000193311
11.0068176096,0.0000473886,-0.0000280575,-0.0000193311
11.0069176096,0.0000473886,-0.0000280575,-0.0000193311
11.0070000000,0.0000458292,-0.0000115987,-0.0000342305
11.0070505000,0.0000458292,-0.0000115987,-0.0000342305
11.0071176096,0.0000458292,-0.0000115987,-0.0000342305
11.0072176096,0.0000458292,-0.0000115987,-0.0000342305
11.0073176096,0.0000458292,-0.0000115987,-0.0000342305
11.0074176096,0.0000458292,-0.0000115987,-0.0000342305
11.0075176096,0.0000458292,-0.0000115987,-0.0000342305
11.0076176096,0.0000458292,-0.0000115987,-0.0000342305
11.0077176096,0.0000458292,-0.0000115987,-0.0000342305
11.0078176096,0.0000458292,-0.0000115987,-0.0000342305
11.0079176096,0.0000458292,-0.0000115987,-0.0000342305
11.0080000000,0.0000376064,0.0000065464,-0.0000441528
11.0080505000,0.0000376064,0.0000065464,-0.0000441528
11.0081176096,0.0000376064,0.0000065464,-0.0000441528
11.0082176096,0.0000376064,0.0000065464,-0.0000441528
11.0083176096,0.0000376064,0.0000065464,-0.0000441528
11.0084176096,0.0000376064,0.0000065464,-0.0000441528
11.0085176096,0.0000376064,0.0000065464,-0.0000441528
11.0086176096,0.0000376064,0.0000065464,-0.0000441528
11.0087176096,0.0000376064,0.0000065464,-0.0000441528
11.0088176096,0.0000376064,0.0000065464,-0.0000441528
11.0089176096,0.0000376064,0.0000065464,-0.0000441528
11.0090000000,0.0000239156,0.0000237396,-0.0000476553
11.0090505000,0.0000239156,0.0000237396,-0.0000476553
11.0091176096,0.0000239156,0.0000237396,-0.0000476553
11.0092176096,0.0000239156,0.0000237396,-0.0000476553
11.0093176096,0.0000239156,0.0000237396,-0.0000476553
11.0094176096,0.0000239156,0.0000237396,-0.0000476553
11.0095176096,0.0000239156,0.0000237396,-0.0000476553
11.0096176096,0.0000239156,0.0000237396,-0.0000476553
11.0097176096,0.0000239156,0.0000237396,-0.0000476553
11.0098176096,0.0000239156,0.0000237396,-0.0000476553
11.0099176096,0.0000239156,0.0000237396,-0.0000476553
11.0100000000,0.0000067476,0.0000374811,-0.0000442287
11.0100505000,0.0000067476,0.0000374811,-0.0000442287
11.0101176096,0.0000067476,0.0000374811,-0.0000442287
11.0102176096,0.0000067476,0.0000374811,-0.0000442287
11.0103176096,0.0000067476,0.0000374811,-0.0000442287
11.0104176096,0.0000067476,0.0000374811,-0.0000442287
11.0105176096,0.0000067476,0.0000374811,-0.0000442287
11.0106176096,0.0000067476,0.0000374811,-0.0000442287
11.0107176096,0.0000067476,0.0000374811,-0.0000442287
11.0108176096,0.0000067476,0.0000374811,-0.0000442287
11.0109176096,0.0000067476,0.0000374811,-0.0000442287
11.0110000000,-0.0000114015,0.0000457727,-0.0000343713
11.0110505000,-0.0000114015,0.0000457727,-0.0000343713
11.0111176096,-0.0000114015,0.0000457727,-0.0000343713
11.0112176096,-0.0000114015,0.0000457727,-0.0000343713
11.0113176096,-0.0000114015,0.0000457727,-0.0000343713
11.0114176096,-0.0000114015,0.0000457727,-0.0000343713
11.0115176096,-0.0000114015,0.0000457727,-0.0000343713
11.0116176096,-0.0000114015,0.0000457727,-0.0000343713
11.0117176096,-0.0000114015,0.0000457727,-0.0000343713
11.0118176096,-0.0000114015,0.0000457727,-0.0000343713
11.0119176096,-0.0000114015,0.0000457727,-0.0000343713
11.0120000000,-0.0000278927,0.0000474091,-0.0000195164
11.0120505000,-0.0000278927,0.0000474091,-0.0000195164
11.0121176096,-0.0000278927,0.0000474091,-0.0000195164
11.0122176096,-0.0000278927,0.0000474091,-0.0000195164
11.0123176096,-0.0000278927,0.0000474091,-0.0000195164
11.0124176096,-0.0000278927,0.0000474091,-0.0000195164
11.0125176096,-0.0000278927,0.0000474091,-0.0000195164
11.0126176096,-0.0000278927,0.0000474091,-0.0000195164
11.0127176096,-0.0000278927,0.0000474091,-0.0000195164
11.0128176096,-0.0000278927,0.0000474091,-0.0000195164
11.0129176096,-0.0000278927,0.0000474091,-0.0000195164
11.0130000000,-0.0000403282,0.0000421521,-0.0000018239
11.0130505000,-0.0000403282,0.0000421521,-0.0000018239
11.0131176096,-0.0000403282,0.0000421521,-0.0000018239
11.0132176096,-0.0000403282,0.0000421521,-0.0000018239
11.0133176096,-0.0000403282,0.0000421521,-0.0000018239
11.0134176096,-0.0000403282,0.0000421521,-0.0000018239
11.0135176096,-0.0000403282,0.0000421521,-0.0000018239
11.0136176096,-0.0000403282,0.0000421521,-0.0000018239
11.0137176096,-0.0000403282,0.0000421521,-0.0000018239
11.0138176096,-0.0000403282,0.0000421521,-0.0000018239
11.0139176096,-0.0000403282,0.0000421521,-0.0000018239
11.0140000000,-0.0000469001,0.0000307663,0.0000161338
11.0140505000,-0.0000469001,0.0000307663,0.0000161338
11.0141176096,-0.0000469001,0.0000307663,0.0000161338
11.0142176096,-0.0000469001,0.0000307663,0.0000161338
11.0143176096,-0.0000469001,0.0000307663,0.0000161338
11.0144176096,-0.0000469001,0.0000307663,0.0000161338
11.0145176096,-0.0000469001,0.0000307663,0.0000161338
11.0146176096,-0.0000469001,0.0000307663,0.0000161338
11.0147176096,-0.0000469001,0.0000307663,0.0000161338
11.0148176096,-0.0000469001,0.0000307663,0.0000161338
11.0149176096,-0.0000469001,0.0000307663,0.0000161338
11.0150000000,-0.0000466526,0.0000149071,0.0000317455
11.0150505000,-0.0000466526,0.0000149071,0.0000317455
11.0151176096,-0.0000466526,0.0000149071,0.0000317455
11.0152176096,-0.0000466526,0.0000149071,0.0000317455
11.0153176096,-0.0000466526,0.0000149071,0.0000317455
11.0154176096,-0.0000466526,0.0000149071,0.0000317455
11.0155176096,-0.0000466526,0.0000149071,0.0000317455
11.0156176096,-0.0000466526,0.0000149071,0.0000317455
11.0157176096,-0.0000466526,0.0000149071,0.0000317455
11.0158176096,-0.0000466526,0.0000149071,0.0000317455
11.0159176096,-0.0000466526,0.0000149071,0.0000317455
11.0160000000,-0.0000396219,-0.0000031195,0.0000427414
11.0160505000,-0.0000396219,-0.0000031195,0.0000427414
11.0161176096,-0.0000396219,-0.0000031195,0.0000427414
11.0162176096,-0.0000396219,-0.0000031195,0.0000427414
11.0163176096,-0.0000396219,-0.0000031195,0.0000427414
11.0164176096,-0.0000396219,-0.0000031195,0.0000427414
11.0165176096,-0.0000396219,-0.0000031195,0.0000427414
11.0166176096,-0.0000396219,-0.0000031195,0.0000427414
11.0167176096,-0.0000396219,-0.0000031195,0.0000427414
11.0168176096,-0.0000396219,-0.0000031195,0.0000427414
11.0169176096,-0.0000396219,-0.0000031195,0.0000427414
11.0170000000,-0.0000268302,-0.0000206924,0.0000475226
11.0170505000,-0.0000268302,-0.0000206924,0.0000475226
11.0171176096,-0.0000268302,-0.0000206924,0.0000475226
11.0172176096,-0.0000268302,-0.0000206924,0.0000475226
11.0173176096,-0.0000268302,-0.0000206924,0.0000475226
11.0174176096,-0.0000268302,-0.0000206924,0.0000475226
11.0175176096,-0.0000268302,-0.0000206924,0.0000475226
11.0176176096,-0.0000268302,-0.0000206924,0.0000475226
11.0177176096,-0.0000268302,-0.0000206924,0.0000475226
11.0178176096,-0.0000268302,-0.0000206924,0.0000475226
11.0179176096,-0.0000268302,-0.0000206924,0.0000475226
11.0180000000,-0.0000101374,-0.0000352567,0.0000453941
11.0180505000,-0.0000101374,-0.0000352567,0.0000453941
11.0181176096,-0.0000101374,-0.0000352567,0.0000453941
11.0182176096,-0.0000101374,-0.0000352567,0.0000453941
11.0183176096,-0.0000101374,-0.0000352567,0.0000453941
11.0184176096,-0.0000101374,-0.0000352567,0.0000453941
11.0185176096,-0.0000101374,-0.0000352567,0.0000453941
11.0186176096,-0.0000101374,-0.0000352567,0.0000453941
11.0187176096,-0.0000101374,-0.0000352567,0.0000453941
11.0188176096,-0.0000101374,-0.0000352567,0.0000453941
11.0189176096,-0.0000101374,-0.0000352567,0.0000453941
11.0190000000,0.0000080292,-0.0000446945,0.0000366653
11.0190505000,0.0000080292,-0.0000446945,0.0000366653
11.0191176096,0.0000080292,-0.0000446945,0.0000366653
11.0192176096,0.0000080292,-0.0000446945,0.0000366653
11.0193176096,0.0000080292,-0.0000446945,0.0000366653
11.0194176096,0.0000080292,-0.0000446945,0.0000366653
11.0195176096,0.0000080292,-0.0000446945,0.0000366653
11.0196176096,0.0000080292,-0.0000446945,0.0000366653
11.0197176096,0.0000080292,-0.0000446945,0.0000366653
11.0198176096,0.0000080292,-0.0000446945,0.0000366653
11.0199176096,0.0000080292,-0.0000446945,0.0000366653
11.0200000000,0.0000250284,-0.0000476337,0.0000226053
11.0200505000,0.0000250284,-0.0000476337,0.0000226053
11.0201176096,0.0000250284,-0.0000476337,0.0000226053
11.0202176096,0.0000250284,-0.0000476337,0.0000226053
11.0203176096,0.0000250284,-0.0000476337,0.0000226053
11.0204176096,0.0000250284,-0.0000476337,0.0000226053
11.0205176096,0.0000250284,-0.0000476337,0.0000226053
11.0206176096,0.0000250284,-0.0000476337,0.0000226053
11.0207176096,0.0000250284,-0.0000476337,0.0000226053
11.0208176096,0.0000250284,-0.0000476337,0.0000226053
11.0209176096,0.0000250284,-0.0000476337,0.0000226053
11.0210000000,0.0000383884,-0.0000436470,0.0000052587
11.0210505000,0.0000383884,-0.0000436470,0.0000052587
11.0211176096,0.0000383884,-0.0000436470,0.0000052587
11.0212176096,0.0000383884,-0.0000436470,0.0000052587
11.0213176096,0.0000383884,-0.0000436470,0.0000052587
11.0214176096,0.0000383884,-0.0000436470,0.0000052587
11.0215176096,0.0000383884,-0.0000436470,0.0000052587
11.0216176096,0.0000383884,-0.0000436470,0.0000052587
11.0217176096,0.0000383884,-0.0000436470,0.0000052587
11.0218176096,0.0000383884,-0.0000436470,0.0000052587
11.0219176096,0.0000383884,-0.0000436470,0.0000052587
11.0220000000,0.0000461666,-0.0000333140,-0.0000128526
11.0220505000,0.0000461666,-0.0000333140,-0.0000128526
11.0221176096,0.0000461666,-0.0000333140,-0.0000128526
11.0222176096,0.0000461666,-0.0000333140,-0.0000128526
11.0223176096,0.0000461666,-0.0000333140,-0.0000128526
11.0224176096,0.0000461666,-0.0000333140,-0.0000128526
11.0225176096,0.0000461666,-0.0000333140,-0.0000128526
11.0226176096,0.0000461666,-0.0000333140,-0.0000128526
11.0227176096,0.0000461666,-0.0000333140,-0.0000128526
11.0228176096,0.0000461666,-0.0000333140,-0.0000128526
11.0229176096,0.0000461666,-0.0000333140,-0.0000128526
11.0230000000,0.0000472322,-0.0000181372,-0.0000290950
11.0230505000,0.0000472322,-0.0000181372,-0.0000290950
11.0231176096,0.0000472322,-0.0000181372,-0.0000290950
11.0232176096,0.0000472322,-0.0000181372,-0.0000290950
11.0233176096,0.0000472322,-0.0000181372,-0.0000290950
11.0234176096,0.0000472322,-0.0000181372,-0.0000290950
11.0235176096,0.0000472322,-0.0000181372,-0.0000290950
11.0236176096,0.0000472322,-0.0000181372,-0.0000290950
11.0237176096,0.0000472322,-0.0000181372,-0.0000290950
11.0238176096,0.0000472322,-0.0000181372,-0.0000290950
11.0239176096,0.0000472322,-0.0000181372,-0.0000290950
11.0240000000,0.0000414302,-0.0000003233,-0.0000411069
11.0240505000,0.0000414302,-0.0000003233,-0.0000411069
11.0241176096,0.0000414302,-0.0000003233,-0.0000411069
11.0242176096,0.0000414302,-0.0000003233,-0.0000411069
11.0243176096,0.0000414302,-0.0000003233,-0.0000411069
11.0244176096,0.0000414302,-0.0000003233,-0.0000411069
11.0245176096,0.0000414302,-0.0000003233,-0.0000411069
11.0246176096,0.0000414302,-0.0000003233,-0.0000411069
11.0247176096,0.0000414302,-0.0000003233,-0.0000411069
11.0248176096,0.0000414302,-0.0000003233,-0.0000411069
11.0249176096,0.0000414302,-0.0000003233,-0.0000411069
11.0250000000,0.0000296042,0.0000175376,-0.0000471418
11.0250505000,0.0000296042,0.0000175376,-0.0000471418
11.0251176096,0.0000296042,0.0000175376,-0.0000471418
11.0252176096,0.0000296042,0.0000175376,-0.0000471418
11.0253176096,0.0000296042,0.0000175376,-0.0000471418
11.0254176096,0.0000296042,0.0000175376,-0.0000471418
11.0255176096,0.0000296042,0.0000175376,-0.0000471418
11.0256176096,0.0000296042,0.0000175376,-0.0000471418
11.0257176096,0.0000296042,0.0000175376,-0.0000471418
11.0258176096,0.0000296042,0.0000175376,-0.0000471418
11.0259176096,0.0000296042,0.0000175376,-0.0000471418
11.0260000000,0.0000134739,0.0000328484,-0.0000463222
11.0260505000,0.0000134739,0.0000328484,-0.0000463222
11.0261176096,0.0000134739,0.0000328484,-0.0000463222
11.0262176096,0.0000134739,0.0000328484,-0.0000463222
11.0263176096,0.0000134739,0.0000328484,-0.0000463222
11.0264176096,0.0000134739,0.0000328484,-0.0000463222
11.0265176096,0.0000134739,0.0000328484,-0.0000463222
11.0266176096,0.0000134739,0.0000328484,-0.0000463222
11.0267176096,0.0000134739,0.0000328484,-0.0000463222
11.0268176096,0.0000134739,0.0000328484,-0.0000463222
11.0269176096,0.0000134739,0.0000328484,-0.0000463222
11.0270000000,-0.0000046155,0.0000433830,-0.0000387674
11.0270505000,-0.0000046155,0.0000433830,-0.0000387674
11.0271176096,-0.0000046155,0.0000433830,-0.0000387674
11.0272176096,-0.0000046155,0.0000433830,-0.0000387674
11.0273176096,-0.0000046155,0.0000433830,-0.0000387674
11.0274176096,-0.0000046155,0.0000433830,-0.0000387674
11.0275176096,-0.0000046155,0.0000433830,-0.0000387674
11.0276176096,-0.0000046155,0.0000433830,-0.0000387674
11.0277176096,-0.0000046155,0.0000433830,-0.0000387674
11.0278176096,-0.0000046155,0.0000433830,-0.0000387674
11.0279176096,-0.0000046155,0.0000433830,-0.0000387674
11.0280000000,-0.0000220338,0.0000476096,-0.0000255758
11.0280505000,-0.0000220338,0.0000476096,-0.0000255758
11.0281176096,-0.0000220338,0.0000476096,-0.0000255758
11.0282176096,-0.0000220338,0.0000476096,-0.0000255758
11.0283176096,-0.0000220338,0.0000476096,-0.0000255758
11.0284176096,-0.0000220338,0.0000476096,-0.0000255758
11.0285176096,-0.0000220338,0.0000476096,-0.0000255758
11.0286176096,-0.0000220338,0.0000476096,-0.0000255758
11.0287176096,-0.0000220338,0.0000476096,-0.0000255758
11.0288176096,-0.0000220338,0.0000476096,-0.0000255758
11.0289176096,-0.0000220338,0.0000476096,-0.0000255758
11.0290000000,-0.0000362482,0.0000449137,-0.0000086655
11.0290505000,-0.0000362482,0.0000449137,-0.0000086655
11.0291176096,-0.0000362482,0.0000449137,-0.0000086655
11.0292176096,-0.0000362482,0.0000449137,-0.0000086655
11.0293176096,-0.0000362482,0.0000449137,-0.0000086655
11.0294176096,-0.0000362482,0.0000449137,-0.0000086655
11.0295176096,-0.0000362482,0.0000449137,-0.0000086655
11.0296176096,-0.0000362482,0.0000449137,-0.0000086655
11.0297176096,-0.0000362482,0.0000449137,-0.0000086655
11.0298176096,-0.0000362482,0.0000449137,-0.0000086655
11.0299176096,-0.0000362482,0.0000449137,-0.0000086655
11.0300000000,-0.0000451921,0.0000356874,0.0000095047
11.0300505000,-0.0000451921,0.0000356874,0.0000095047
11.0301176096,-0.0000451921,0.0000356874,0.0000095047
11.0302176096,-0.0000451921,0.0000356874,0.0000095047
11.0303176096,-0.0000451921,0.0000356874,0.0000095047
11.0304176096,-0.0000451921,0.0000356874,0.0000095047
11.0305176096,-0.0000451921,0.0000356874,0.0000095047
11.0306176096,-0.0000451921,0.0000356874,0.0000095047
11.0307176096,-0.0000451921,0.0000356874,0.0000095047
11.0308176096,-0.0000451921,0.0000356874,0.0000095047
11.0309176096,-0.0000451921,0.0000356874,0.0000095047
11.0310000000,-0.0000475650,0.0000212721,0.0000262928
11.0310505000,-0.0000475650,0.0000212721,0.0000262928
11.0311176096,-0.0000475650,0.0000212721,0.0000262928
11.0312176096,-0.0000475650,0.0000212721,0.0000262928
11.0313176096,-0.0000475650,0.0000212721,0.0000262928
11.0314176096,-0.0000475650,0.0000212721,0.0000262928
11.0315176096,-0.0000475650,0.0000212721,0.0000262928
11.0316176096,-0.0000475650,0.0000212721,0.0000262928
11.0317176096,-0.0000475650,0.0000212721,0.0000262928
11.0318176096,-0.0000475650,0.0000212721,0.0000262928
11.0319176096,-0.0000475650,0.0000212721,0.0000262928
11.0320000000,-0.0000430218,0.0000037639,0.0000392579
11.0320505000,-0.0000430218,0.0000037639,0.0000392579
11.0321176096,-0.0000430218,0.0000037639,0.0000392579
11.0322176096,-0.0000430218,0.0000037639,0.0000392579
11.0323176096,-0.0000430218,0.0000037639,0.0000392579
11.0324176096,-0.0000430218,0.0000037639,0.0000392579
11.0325176096,-0.0000430218,0.0000037639,0.0000392579
11.0326176096,-0.0000430218,0.0000037639,0.0000392579
11.0327176096,-0.0000430218,0.0000037639,0.0000392579
11.0328176096,-0.0000430218,0.0000037639,0.0000392579
11.0329176096,-0.0000430218,0.0000037639,0.0000392579
11.0330000000,-0.0000322233,-0.0000142915,0.0000465148
11.0330505000,-0.0000322233,-0.0000142915,0.0000465148
11.0331176096,-0.0000322233,-0.0000142915,0.0000465148
11.0332176096,-0.0000322233,-0.0000142915,0.0000465148
11.0333176096,-0.0000322233,-0.0000142915,0.0000465148
11.0334176096,-0.0000322233,-0.0000142915,0.0000465148
11.0335176096,-0.0000322233,-0.0000142915,0.0000465148
11.0336176096,-0.0000322233,-0.0000142915,0.0000465148
11.0337176096,-0.0000322233,-0.0000142915,0.0000465148
11.0338176096,-0.0000322233,-0.0000142915,0.0000465148
11.0339176096,-0.0000322233,-0.0000142915,0.0000465148
11.0340000000,-0.0000167395,-0.0000302689,0.0000470084
11.0340505000,-0.0000167395,-0.0000302689,0.0000470084
11.0341176096,-0.0000167395,-0.0000302689,0.0000470084
11.0342176096,-0.0000167395,-0.0000302689,0.0000470084
11.0343176096,-0.0000167395,-0.0000302689,0.0000470084
11.0344176096,-0.0000167395,-0.0000302689,0.0000470084
11.0345176096,-0.0000167395,-0.0000302689,0.0000470084
11.0346176096,-0.0000167395,-0.0000302689,0.0000470084
11.0347176096,-0.0000167395,-0.0000302689,0.0000470084
11.0348176096,-0.0000167395,-0.0000302689,0.0000470084
11.0349176096,-0.0000167395,-0.0000302689,0.0000470084
11.0350000000,0.0000011782,-0.0000418450,0.0000406668
11.0350505000,0.0000011782,-0.0000418450,0.0000406668
11.0351176096,0.0000011782,-0.0000418450,0.0000406668
11.0352176096,0.0000011782,-0.0000418450,0.0000406668
11.0353176096,0.0000011782,-0.0000418450,0.0000406668
11.0354176096,0.0000011782,-0.0000418450,0.0000406668
11.0355176096,0.0000011782,-0.0000418450,0.0000406668
11.0356176096,0.0000011782,-0.0000418450,0.0000406668
11.0357176096,0.0000011782,-0.0000418450,0.0000406668
11.0358176096,0.0000011782,-0.0000418450,0.0000406668
11.0359176096,0.0000011782,-0.0000418450,0.0000406668
11.0360000000,0.0000189245,-0.0000473368,0.0000284123
11.0360505000,0.0000189245,-0.0000473368,0.0000284123
11.0361176096,0.0000189245,-0.0000473368,0.0000284123
11.0362176096,0.0000189245,-0.0000473368,0.0000284123
11.0363176096,0.0000189245,-0.0000473368,0.0000284123
11.0364176096,0.0000189245,-0.0000473368,0.0000284123
11.0365176096,0.0000189245,-0.0000473368,0.0000284123
11.0366176096,0.0000189245,-0.0000473368,0.0000284123
11.0367176096,0.0000189245,-0.0000473368,0.0000284123
11.0368176096,0.0000189245,-0.0000473368,0.0000284123
11.0369176096,0.0000189245,-0.0000473368,0.0000284123
11.0370000000,0.0000339191,-0.0000459458,0.0000120267
11.0370505000,0.0000339191,-0.0000459458,0.0000120267
11.0371176096,0.0000339191,-0.0000459458,0.0000120267
11.0372176096,0.0000339191,-0.0000459458,0.0000120267
11.0373176096,0.0000339191,-0.0000459458,0.0000120267
11.0374176096,0.0000339191,-0.0000459458,0.0000120267
11.0375176096,0.0000339191,-0.0000459458,0.0000120267
11.0376176096,0.0000339191,-0.0000459458,0.0000120267
11.0377176096,0.0000339191,-0.0000459458,0.0000120267
11.0378176096,0.0000339191,-0.0000459458,0.0000120267
11.0379176096,0.0000339191,-0.0000459458,0.0000120267
11.0380000000,0.0000439817,-0.0000378741,-0.0000061076
11.0380505000,0.0000439817,-0.0000378741,-0.0000061076
11.0381176096,0.0000439817,-0.0000378741,-0.0000061076
11.0382176096,0.0000439817,-0.0000378741,-0.0000061076
11.0383176096,0.0000439817,-0.0000378741,-0.0000061076
11.0384176096,0.0000439817,-0.0000378741,-0.0000061076
11.0385176096,0.0000439817,-0.0000378741,-0.0000061076
11.0386176096,0.0000439817,-0.0000378741,-0.0000061076
11.0387176096,0.0000439817,-0.0000378741,-0.0000061076
11.0388176096,0.0000439817,-0.0000378741,-0.0000061076
11.0389176096,0.0000439817,-0.0000378741,-0.0000061076
11.0390000000,0.0000476493,-0.0000242955,-0.0000233538
11.0390505000,0.0000476493,-0.0000242955,-0.0000233538
11.0391176096,0.0000476493,-0.0000242955,-0.0000233538
11.0392176096,0.0000476493,-0.0000242955,-0.0000233538
11.0393176096,0.0000476493,-0.0000242955,-0.0000233538
11.0394176096,0.0000476493,-0.0000242955,-0.0000233538
11.0395176096,0.0000476493,-0.0000242955,-0.0000233538
11.0396176096,0.0000476493,-0.0000242955,-0.0000233538
11.0397176096,0.0000476493,-0.0000242955,-0.0000233538
11.0398176096,0.0000476493,-0.0000242955,-0.0000233538
11.0399176096,0.0000476493,-0.0000242955,-0.0000233538
11.0400000000,0.0000443886,-0.0000071844,-0.0000372042
11.0400505000,0.0000443886,-0.0000071844,-0.0000372042
11.0401176096,0.0000443886,-0.0000071844,-0.0000372042
11.0402176096,0.0000443886,-0.0000071844,-0.0000372042
11.0403176096,0.0000443886,-0.0000071844,-0.0000372042
11.0404176096,0.0000443886,-0.0000071844,-0.0000372042
11.0405176096,0.0000443886,-0.0000071844,-0.0000372042
11.0406176096,0.0000443886,-0.0000071844,-0.0000372042
11.0407176096,0.0000443886,-0.0000071844,-0.0000372042
11.0408176096,0.0000443886,-0.0000071844,-0.0000372042
11.0409176096,0.0000443886,-0.0000071844,-0.0000372042
11.0410000000,0.0000346737,0.0000109713,-0.0000456450
11.0410505000,0.0000346737,0.0000109713,-0.0000456450
11.0411176096,0.0000346737,0.0000109713,-0.0000456450
11.0412176096,0.0000346737,0.0000109713,-0.0000456450
11.0413176096,0.0000346737,0.0000109713,-0.0000456450
11.0414176096,0.0000346737,0.0000109713,-0.0000456450
11.0415176096,0.0000346737,0.0000109713,-0.0000456450
11.0416176096,0.0000346737,0.0000109713,-0.0000456450
11.0417176096,0.0000346737,0.0000109713,-0.0000456450
11.0418176096,0.0000346737,0.0000109713,-0.0000456450
11.0419176096,0.0000346737,0.0000109713,-0.0000456450
11.0420000000,0.0000199172,0.0000275317,-0.0000474489
11.0420505000,0.0000199172,0.0000275317,-0.0000474489
11.0421176096,0.0000199172,0.0000275317,-0.0000474489
11.0422176096,0.0000199172,0.0000275317,-0.0000474489
11.0423176096,0.0000199172,0.0000275317,-0.0000474489
11.0424176096,0.0000199172,0.0000275317,-0.0000474489
11.0425176096,0.0000199172,0.0000275317,-0.0000474489
11.0426176096,0.0000199172,0.0000275317,-0.0000474489
11.0427176096,0.0000199172,0.0000275317,-0.0000474489
