All calculations,WEC,WEC,WEC
10.0139176096,-0.0000303263,0.0000471177,-0.0000167914
10.0140000000,-0.0000419297,0.0000407707,0.0000011590
10.0140505000,-0.0000419297,0.0000407707,0.0000011590
10.0141176096,-0.0000419297,0.0000407707,0.0000011590
10.0142176096,-0.0000419297,0.0000407707,0.0000011590
10.0143176096,-0.0000419297,0.0000407707,0.0000011590
10.0144176096,-0.0000419297,0.0000407707,0.0000011590
10.0145176096,-0.0000419297,0.0000407707,0.0000011590
10.0146176096,-0.0000419297,0.0000407707,0.0000011590
10.0147176096,-0.0000419297,0.0000407707,0.0000011590
10.0148176096,-0.0000419297,0.0000407707,0.0000011590
10.0149176096,-0.0000419297,0.0000407707,0.0000011590
10.0150000000,-0.0000474411,0.0000285003,0.0000189408
10.0150505000,-0.0000474411,0.0000285003,0.0000189408
10.0151176096,-0.0000474411,0.0000285003,0.0000189408
10.0152176096,-0.0000474411,0.0000285003,0.0000189408
10.0153176096,-0.0000474411,0.0000285003,0.0000189408
10.0154176096,-0.0000474411,0.0000285003,0.0000189408
10.0155176096,-0.0000474411,0.0000285003,0.0000189408
10.0156176096,-0.0000474411,0.0000285003,0.0000189408
10.0157176096,-0.0000474411,0.0000285003,0.0000189408
10.0158176096,-0.0000474411,0.0000285003,0.0000189408
10.0159176096,-0.0000474411,0.0000285003,0.0000189408
10.0160000000,-0.0000460598,0.0000120891,0.0000339707
10.0160505000,-0.0000460598,0.0000120891,0.0000339707
10.0161176096,-0.0000460598,0.0000120891,0.0000339707
10.0162176096,-0.0000460598,0.0000120891,0.0000339707
10.0163176096,-0.0000460598,0.0000120891,0.0000339707
10.0164176096,-0.0000460598,0.0000120891,0.0000339707
10.0165176096,-0.0000460598,0.0000120891,0.0000339707
10.0166176096,-0.0000460598,0.0000120891,0.0000339707
10.0167176096,-0.0000460598,0.0000120891,0.0000339707
10.0168176096,-0.0000460598,0.0000120891,0.0000339707
10.0169176096,-0.0000460598,0.0000120891,0.0000339707
10.0170000000,-0.0000379865,-0.0000060785,0.0000440650
10.0170505000,-0.0000379865,-0.0000060785,0.0000440650
10.0171176096,-0.0000379865,-0.0000060785,0.0000440650
10.0172176096,-0.0000379865,-0.0000060785,0.0000440650
10.0173176096,-0.0000379865,-0.0000060785,0.0000440650
10.0174176096,-0.0000379865,-0.0000060785,0.0000440650
10.0175176096,-0.0000379865,-0.0000060785,0.0000440650
10.0176176096,-0.0000379865,-0.0000060785,0.0000440650
10.0177176096,-0.0000379865,-0.0000060785,0.0000440650
10.0178176096,-0.0000379865,-0.0000060785,0.0000440650
10.0179176096,-0.0000379865,-0.0000060785,0.0000440650
10.0180000000,-0.0000243942,-0.0000233628,0.0000477570
10.0180505000,-0.0000243942,-0.0000233628,0.0000477570
10.0181176096,-0.0000243942,-0.0000233628,0.0000477570
10.0182176096,-0.0000243942,-0.0000233628,0.0000477570
10.0183176096,-0.0000243942,-0.0000233628,0.0000477570
10.0184176096,-0.0000243942,-0.0000233628,0.0000477570
10.0185176096,-0.0000243942,-0.0000233628,0.0000477570
10.0186176096,-0.0000243942,-0.0000233628,0.0000477570
10.0187176096,-0.0000243942,-0.0000233628,0.0000477570
10.0188176096,-0.0000243942,-0.0000233628,0.0000477570
10.0189176096,-0.0000243942,-0.0000233628,0.0000477570
10.0190000000,-0.0000072578,-0.0000372527,0.0000445104
10.0190505000,-0.0000072578,-0.0000372527,0.0000445104
10.0191176096,-0.0000072578,-0.0000372527,0.0000445104
10.0192176096,-0.0000072578,-0.0000372527,0.0000445104
10.0193176096,-0.0000072578,-0.0000372527,0.0000445104
10.0194176096,-0.0000072578,-0.0000372527,0.0000445104
10.0195176096,-0.0000072578,-0.0000372527,0.0000445104
10.0196176096,-0.0000072578,-0.0000372527,0.0000445104
10.0197176096,-0.0000072578,-0.0000372527,0.0000445104
10.0198176096,-0.0000072578,-0.0000372527,0.0000445104
10.0199176096,-0.0000072578,-0.0000372527,0.0000445104
10.0200000000,0.0000109331,-0.0000457301,0.0000347970
10.0200505000,0.0000109331,-0.0000457301,0.0000347970
10.0201176096,0.0000109331,-0.0000457301,0.0000347970
10.0202176096,0.0000109331,-0.0000457301,0.0000347970
10.0203176096,0.0000109331,-0.0000457301,0.0000347970
10.0204176096,0.0000109331,-0.0000457301,0.0000347970
10.0205176096,0.0000109331,-0.0000457301,0.0000347970
10.0206176096,0.0000109331,-0.0000457301,0.0000347970
10.0207176096,0.0000109331,-0.0000457301,0.0000347970
10.0208176096,0.0000109331,-0.0000457301,0.0000347970
10.0209176096,0.0000109331,-0.0000457301,0.0000347970
10.0210000000,0.0000275354,-0.0000475633,0.0000200279
10.0210505000,0.0000275354,-0.0000475633,0.0000200279
10.0211176096,0.0000275354,-0.0000475633,0.0000200279
10.0212176096,0.0000275354,-0.0000475633,0.0000200279
10.0213176096,0.0000275354,-0.0000475633,0.0000200279
10.0214176096,0.0000275354,-0.0000475633,0.0000200279
10.0215176096,0.0000275354,-0.0000475633,0.0000200279
10.0216176096,0.0000275354,-0.0000475633,0.0000200279
10.0217176096,0.0000275354,-0.0000475633,0.0000200279
10.0218176096,0.0000275354,-0.0000475633,0.0000200279
10.0219176096,0.0000275354,-0.0000475633,0.0000200279
10.0220000000,0.0000401370,-0.0000424861,0.0000023490
10.0220505000,0.0000401370,-0.0000424861,0.0000023490
10.0221176096,0.0000401370,-0.0000424861,0.0000023490
10.0222176096,0.0000401370,-0.0000424861,0.0000023490
10.0223176096,0.0000401370,-0.0000424861,0.0000023490
10.0224176096,0.0000401370,-0.0000424861,0.0000023490
10.0225176096,0.0000401370,-0.0000424861,0.0000023490
10.0226176096,0.0000401370,-0.0000424861,0.0000023490
10.0227176096,0.0000401370,-0.0000424861,0.0000023490
10.0228176096,0.0000401370,-0.0000424861,0.0000023490
10.0229176096,0.0000401370,-0.0000424861,0.0000023490
10.0230000000,0.0000469071,-0.0000312361,-0.0000156711
10.0230505000,0.0000469071,-0.0000312361,-0.0000156711
10.0231176096,0.0000469071,-0.0000312361,-0.0000156711
10.0232176096,0.0000469071,-0.0000312361,-0.0000156711
10.0233176096,0.0000469071,-0.0000312361,-0.0000156711
10.0234176096,0.0000469071,-0.0000312361,-0.0000156711
10.0235176096,0.0000469071,-0.0000312361,-0.0000156711
10.0236176096,0.0000469071,-0.0000312361,-0.0000156711
10.0237176096,0.0000469071,-0.0000312361,-0.0000156711
10.0238176096,0.0000469071,-0.0000312361,-0.0000156711
10.0239176096,0.0000469071,-0.0000312361,-0.0000156711
10.0240000000,0.0000468620,-0.0000154478,-0.0000314142
10.0240505000,0.0000468620,-0.0000154478,-0.0000314142
10.0241176096,0.0000468620,-0.0000154478,-0.0000314142
10.0242176096,0.0000468620,-0.0000154478,-0.0000314142
10.0243176096,0.0000468620,-0.0000154478,-0.0000314142
10.0244176096,0.0000468620,-0.0000154478,-0.0000314142
10.0245176096,0.0000468620,-0.0000154478,-0.0000314142
10.0246176096,0.0000468620,-0.0000154478,-0.0000314142
10.0247176096,0.0000468620,-0.0000154478,-0.0000314142
10.0248176096,0.0000468620,-0.0000154478,-0.0000314142
10.0249176096,0.0000468620,-0.0000154478,-0.0000314142
10.0250000000,0.0000400083,0.0000025848,-0.0000425931
10.0250505000,0.0000400083,0.0000025848,-0.0000425931
10.0251176096,0.0000400083,0.0000025848,-0.0000425931
10.0252176096,0.0000400083,0.0000025848,-0.0000425931
10.0253176096,0.0000400083,0.0000025848,-0.0000425931
10.0254176096,0.0000400083,0.0000025848,-0.0000425931
10.0255176096,0.0000400083,0.0000025848,-0.0000425931
10.0256176096,0.0000400083,0.0000025848,-0.0000425931
10.0257176096,0.0000400083,0.0000025848,-0.0000425931
10.0258176096,0.0000400083,0.0000025848,-0.0000425931
10.0259176096,0.0000400083,0.0000025848,-0.0000425931
10.0260000000,0.0000273418,0.0000202418,-0.0000475836
10.0260505000,0.0000273418,0.0000202418,-0.0000475836
10.0261176096,0.0000273418,0.0000202418,-0.0000475836
10.0262176096,0.0000273418,0.0000202418,-0.0000475836
10.0263176096,0.0000273418,0.0000202418,-0.0000475836
10.0264176096,0.0000273418,0.0000202418,-0.0000475836
10.0265176096,0.0000273418,0.0000202418,-0.0000475836
10.0266176096,0.0000273418,0.0000202418,-0.0000475836
10.0267176096,0.0000273418,0.0000202418,-0.0000475836
10.0268176096,0.0000273418,0.0000202418,-0.0000475836
10.0269176096,0.0000273418,0.0000202418,-0.0000475836
10.0270000000,0.0000107029,0.0000349578,-0.0000456606
10.0270505000,0.0000107029,0.0000349578,-0.0000456606
10.0271176096,0.0000107029,0.0000349578,-0.0000456606
10.0272176096,0.0000107029,0.0000349578,-0.0000456606
10.0273176096,0.0000107029,0.0000349578,-0.0000456606
10.0274176096,0.0000107029,0.0000349578,-0.0000456606
10.0275176096,0.0000107029,0.0000349578,-0.0000456606
10.0276176096,0.0000107029,0.0000349578,-0.0000456606
10.0277176096,0.0000107029,0.0000349578,-0.0000456606
10.0278176096,0.0000107029,0.0000349578,-0.0000456606
10.0279176096,0.0000107029,0.0000349578,-0.0000456606
10.0280000000,-0.0000074911,0.0000445946,-0.0000371036
10.0280505000,-0.0000074911,0.0000445946,-0.0000371036
10.0281176096,-0.0000074911,0.0000445946,-0.0000371036
10.0282176096,-0.0000074911,0.0000445946,-0.0000371036
10.0283176096,-0.0000074911,0.0000445946,-0.0000371036
10.0284176096,-0.0000074911,0.0000445946,-0.0000371036
10.0285176096,-0.0000074911,0.0000445946,-0.0000371036
10.0286176096,-0.0000074911,0.0000445946,-0.0000371036
10.0287176096,-0.0000074911,0.0000445946,-0.0000371036
10.0288176096,-0.0000074911,0.0000445946,-0.0000371036
10.0289176096,-0.0000074911,0.0000445946,-0.0000371036
10.0290000000,-0.0000245965,0.0000477523,-0.0000231558
10.0290505000,-0.0000245965,0.0000477523,-0.0000231558
10.0291176096,-0.0000245965,0.0000477523,-0.0000231558
10.0292176096,-0.0000245965,0.0000477523,-0.0000231558
10.0293176096,-0.0000245965,0.0000477523,-0.0000231558
10.0294176096,-0.0000245965,0.0000477523,-0.0000231558
10.0295176096,-0.0000245965,0.0000477523,-0.0000231558
10.0296176096,-0.0000245965,0.0000477523,-0.0000231558
10.0297176096,-0.0000245965,0.0000477523,-0.0000231558
10.0298176096,-0.0000245965,0.0000477523,-0.0000231558
10.0299176096,-0.0000245965,0.0000477523,-0.0000231558
10.0300000000,-0.0000381282,0.0000439719,-0.0000058437
10.0300505000,-0.0000381282,0.0000439719,-0.0000058437
10.0301176096,-0.0000381282,0.0000439719,-0.0000058437
10.0302176096,-0.0000381282,0.0000439719,-0.0000058437
10.0303176096,-0.0000381282,0.0000439719,-0.0000058437
10.0304176096,-0.0000381282,0.0000439719,-0.0000058437
10.0305176096,-0.0000381282,0.0000439719,-0.0000058437
10.0306176096,-0.0000381282,0.0000439719,-0.0000058437
10.0307176096,-0.0000381282,0.0000439719,-0.0000058437
10.0308176096,-0.0000381282,0.0000439719,-0.0000058437
10.0309176096,-0.0000381282,0.0000439719,-0.0000058437
10.0310000000,-0.0000461202,0.0000338028,0.0000123174
10.0310505000,-0.0000461202,0.0000338028,0.0000123174
10.0311176096,-0.0000461202,0.0000338028,0.0000123174
10.0312176096,-0.0000461202,0.0000338028,0.0000123174
10.0313176096,-0.0000461202,0.0000338028,0.0000123174
10.0314176096,-0.0000461202,0.0000338028,0.0000123174
10.0315176096,-0.0000461202,0.0000338028,0.0000123174
10.0316176096,-0.0000461202,0.0000338028,0.0000123174
10.0317176096,-0.0000461202,0.0000338028,0.0000123174
10.0318176096,-0.0000461202,0.0000338028,0.0000123174
10.0319176096,-0.0000461202,0.0000338028,0.0000123174
10.0320000000,-0.0000474113,0.0000187226,0.0000286887
10.0320505000,-0.0000474113,0.0000187226,0.0000286887
10.0321176096,-0.0000474113,0.0000187226,0.0000286887
10.0322176096,-0.0000474113,0.0000187226,0.0000286887
10.0323176096,-0.0000474113,0.0000187226,0.0000286887
10.0324176096,-0.0000474113,0.0000187226,0.0000286887
10.0325176096,-0.0000474113,0.0000187226,0.0000286887
10.0326176096,-0.0000474113,0.0000187226,0.0000286887
10.0327176096,-0.0000474113,0.0000187226,0.0000286887
10.0328176096,-0.0000474113,0.0000187226,0.0000286887
10.0329176096,-0.0000474113,0.0000187226,0.0000286887
10.0330000000,-0.0000418139,0.0000009221,0.0000408918
10.0330505000,-0.0000418139,0.0000009221,0.0000408918
10.0331176096,-0.0000418139,0.0000009221,0.0000408918
10.0332176096,-0.0000418139,0.0000009221,0.0000408918
10.0333176096,-0.0000418139,0.0000009221,0.0000408918
10.0334176096,-0.0000418139,0.0000009221,0.0000408918
10.0335176096,-0.0000418139,0.0000009221,0.0000408918
10.0336176096,-0.0000418139,0.0000009221,0.0000408918
10.0337176096,-0.0000418139,0.0000009221,0.0000408918
10.0338176096,-0.0000418139,0.0000009221,0.0000408918
10.0339176096,-0.0000418139,0.0000009221,0.0000408918
10.0340000000,-0.0000301413,-0.0000170122,0.0000471536
10.0340505000,-0.0000301413,-0.0000170122,0.0000471536
10.0341176096,-0.0000301413,-0.0000170122,0.0000471536
10.0342176096,-0.0000301413,-0.0000170122,0.0000471536
10.0343176096,-0.0000301413,-0.0000170122,0.0000471536
10.0344176096,-0.0000301413,-0.0000170122,0.0000471536
10.0345176096,-0.0000301413,-0.0000170122,0.0000471536
10.0346176096,-0.0000301413,-0.0000170122,0.0000471536
10.0347176096,-0.0000301413,-0.0000170122,0.0000471536
10.0348176096,-0.0000301413,-0.0000170122,0.0000471536
10.0349176096,-0.0000301413,-0.0000170122,0.0000471536
10.0350000000,-0.0000140895,-0.0000324747,0.0000465643
10.0350505000,-0.0000140895,-0.0000324747,0.0000465643
10.0351176096,-0.0000140895,-0.0000324747,0.0000465643
10.0352176096,-0.0000140895,-0.0000324747,0.0000465643
10.0353176096,-0.0000140895,-0.0000324747,0.0000465643
10.0354176096,-0.0000140895,-0.0000324747,0.0000465643
10.0355176096,-0.0000140895,-0.0000324747,0.0000465643
10.0356176096,-0.0000140895,-0.0000324747,0.0000465643
10.0357176096,-0.0000140895,-0.0000324747,0.0000465643
10.0358176096,-0.0000140895,-0.0000324747,0.0000465643
10.0359176096,-0.0000140895,-0.0000324747,0.0000465643
10.0360000000,0.0000040093,-0.0000432189,0.0000392096
10.0360505000,0.0000040093,-0.0000432189,0.0000392096
10.0361176096,0.0000040093,-0.0000432189,0.0000392096
10.0362176096,0.0000040093,-0.0000432189,0.0000392096
10.0363176096,0.0000040093,-0.0000432189,0.0000392096
10.0364176096,0.0000040093,-0.0000432189,0.0000392096
10.0365176096,0.0000040093,-0.0000432189,0.0000392096
10.0366176096,0.0000040093,-0.0000432189,0.0000392096
10.0367176096,0.0000040093,-0.0000432189,0.0000392096
10.0368176096,0.0000040093,-0.0000432189,0.0000392096
10.0369176096,0.0000040093,-0.0000432189,0.0000392096
10.0370000000,0.0000215255,-0.0000476836,0.0000261581
10.0370505000,0.0000215255,-0.0000476836,0.0000261581
10.0371176096,0.0000215255,-0.0000476836,0.0000261581
10.0372176096,0.0000215255,-0.0000476836,0.0000261581
10.0373176096,0.0000215255,-0.0000476836,0.0000261581
10.0374176096,0.0000215255,-0.0000476836,0.0000261581
10.0375176096,0.0000215255,-0.0000476836,0.0000261581
10.0376176096,0.0000215255,-0.0000476836,0.0000261581
10.0377176096,0.0000215255,-0.0000476836,0.0000261581
10.0378176096,0.0000215255,-0.0000476836,0.0000261581
10.0379176096,0.0000215255,-0.0000476836,0.0000261581
10.0380000000,0.0000359142,-0.0000452203,0.0000093061
10.0380505000,0.0000359142,-0.0000452203,0.0000093061
10.0381176096,0.0000359142,-0.0000452203,0.0000093061
10.0382176096,0.0000359142,-0.0000452203,0.0000093061
10.0383176096,0.0000359142,-0.0000452203,0.0000093061
10.0384176096,0.0000359142,-0.0000452203,0.0000093061
10.0385176096,0.0000359142,-0.0000452203,0.0000093061
10.0386176096,0.0000359142,-0.0000452203,0.0000093061
10.0387176096,0.0000359142,-0.0000452203,0.0000093061
10.0388176096,0.0000359142,-0.0000452203,0.0000093061
10.0389176096,0.0000359142,-0.0000452203,0.0000093061
10.0390000000,0.0000450847,-0.0000361868,-0.0000088979
10.0390505000,0.0000450847,-0.0000361868,-0.0000088979
10.0391176096,0.0000450847,-0.0000361868,-0.0000088979
10.0392176096,0.0000450847,-0.0000361868,-0.0000088979
10.0393176096,0.0000450847,-0.0000361868,-0.0000088979
10.0394176096,0.0000450847,-0.0000361868,-0.0000088979
10.0395176096,0.0000450847,-0.0000361868,-0.0000088979
10.0396176096,0.0000450847,-0.0000361868,-0.0000088979
10.0397176096,0.0000450847,-0.0000361868,-0.0000088979
10.0398176096,0.0000450847,-0.0000361868,-0.0000088979
10.0399176096,0.0000450847,-0.0000361868,-0.0000088979
10.0400000000,0.0000477048,-0.0000218957,-0.0000258090
10.0400505000,0.0000477048,-0.0000218957,-0.0000258090
10.0401176096,0.0000477048,-0.0000218957,-0.0000258090
10.0402176096,0.0000477048,-0.0000218957,-0.0000258090
10.0403176096,0.0000477048,-0.0000218957,-0.0000258090
10.0404176096,0.0000477048,-0.0000218957,-0.0000258090
10.0405176096,0.0000477048,-0.0000218957,-0.0000258090
10.0406176096,0.0000477048,-0.0000218957,-0.0000258090
10.0407176096,0.0000477048,-0.0000218957,-0.0000258090
10.0408176096,0.0000477048,-0.0000218957,-0.0000258090
10.0409176096,0.0000477048,-0.0000218957,-0.0000258090
10.0410000000,0.0000433937,-0.0000044234,-0.0000389703
10.0410505000,0.0000433937,-0.0000044234,-0.0000389703
10.0411176096,0.0000433937,-0.0000044234,-0.0000389703
10.0412176096,0.0000433937,-0.0000044234,-0.0000389703
10.0413176096,0.0000433937,-0.0000044234,-0.0000389703
10.0414176096,0.0000433937,-0.0000044234,-0.0000389703
10.0415176096,0.0000433937,-0.0000044234,-0.0000389703
10.0416176096,0.0000433937,-0.0000044234,-0.0000389703
10.0417176096,0.0000433937,-0.0000044234,-0.0000389703
10.0418176096,0.0000433937,-0.0000044234,-0.0000389703
10.0419176096,0.0000433937,-0.0000044234,-0.0000389703
10.0420000000,0.0000327778,0.0000136915,-0.0000464694
10.0420505000,0.0000327778,0.0000136915,-0.0000464694
10.0421176096,0.0000327778,0.0000136915,-0.0000464694
10.0422176096,0.0000327778,0.0000136915,-0.0000464694
10.0423176096,0.0000327778,0.0000136915,-0.0000464694
10.0424176096,0.0000327778,0.0000136915,-0.0000464694
10.0425176096,0.0000327778,0.0000136915,-0.0000464694
10.0426176096,0.0000327778,0.0000136915,-0.0000464694
10.0427176096,0.0000327778,0.0000136915,-0.0000464694
10.0428176096,0.0000327778,0.0000136915,-0.0000464694
